STEMFLAG,OCCTITLE,ANNMEDSAL,EDLEVEL,EDLEVELNUM,county
NON-STEM,Tile and Marble Setters,54733,No formal educational credential,1,snohomish
NON-STEM,Tile and Marble Setters,54733,No formal educational credential,1,king
NON-STEM,Tile and Marble Setters,52402,No formal educational credential,1,yakima
NON-STEM,Tire Repairers and Changers,28668,High school diploma or equivalent,2,yakima
NON-STEM,Tire Repairers and Changers,29277,High school diploma or equivalent,2,spokane
NON-STEM,Tire Repairers and Changers,29429,High school diploma or equivalent,2,vancouver
NON-STEM,Tire Repairers and Changers,32258,High school diploma or equivalent,2,snohomish
NON-STEM,Tire Repairers and Changers,32258,High school diploma or equivalent,2,king
NON-STEM,"Title Examiners, Abstractors, and Searchers",45406,High school diploma or equivalent,2,spokane
NON-STEM,"Title Examiners, Abstractors, and Searchers",45872,High school diploma or equivalent,2,yakima
NON-STEM,"Title Examiners, Abstractors, and Searchers",48559,High school diploma or equivalent,2,snohomish
NON-STEM,"Title Examiners, Abstractors, and Searchers",48559,High school diploma or equivalent,2,king
NON-STEM,"Title Examiners, Abstractors, and Searchers",53122,High school diploma or equivalent,2,vancouver
NON-STEM,"Tool Grinders, Filers, and Sharpeners",35451,High school diploma or equivalent,2,spokane
NON-STEM,"Tool Grinders, Filers, and Sharpeners",48113,High school diploma or equivalent,2,vancouver
NON-STEM,"Tool Grinders, Filers, and Sharpeners",46311,High school diploma or equivalent,2,yakima
NON-STEM,"Tool Grinders, Filers, and Sharpeners",72367,High school diploma or equivalent,2,snohomish
NON-STEM,"Tool Grinders, Filers, and Sharpeners",72367,High school diploma or equivalent,2,king
NON-STEM,Tour Guides and Escorts,25219,High school diploma or equivalent,2,vancouver
NON-STEM,Tour Guides and Escorts,29818,High school diploma or equivalent,2,spokane
NON-STEM,Tour Guides and Escorts,31350,High school diploma or equivalent,2,snohomish
NON-STEM,Tour Guides and Escorts,31350,High school diploma or equivalent,2,king
NON-STEM,Tour Guides and Escorts,29434,High school diploma or equivalent,2,yakima
NON-STEM,Traffic Technicians,55358,High school diploma or equivalent,2,snohomish
NON-STEM,Traffic Technicians,55358,High school diploma or equivalent,2,king
NON-STEM,Traffic Technicians,55561,High school diploma or equivalent,2,yakima
NON-STEM,Traffic Technicians,55561,High school diploma or equivalent,2,spokane
NON-STEM,Traffic Technicians,55968,High school diploma or equivalent,2,vancouver
NON-STEM,Training and Development Managers,55612,Bachelor's degree,6,yakima
NON-STEM,Training and Development Managers,103181,Bachelor's degree,6,vancouver
NON-STEM,Training and Development Managers,110857,Bachelor's degree,6,spokane
NON-STEM,Training and Development Managers,111993,Bachelor's degree,6,snohomish
NON-STEM,Training and Development Managers,111993,Bachelor's degree,6,king
NON-STEM,Training and Development Specialists,51591,Bachelor's degree,6,spokane
NON-STEM,Training and Development Specialists,58100,Bachelor's degree,6,yakima
NON-STEM,Training and Development Specialists,62785,Bachelor's degree,6,vancouver
NON-STEM,Training and Development Specialists,72489,Bachelor's degree,6,snohomish
NON-STEM,Training and Development Specialists,72489,Bachelor's degree,6,king
NON-STEM,Transit and Railroad Police,45288,High school diploma or equivalent,2,snohomish
NON-STEM,Transit and Railroad Police,45288,High school diploma or equivalent,2,king
NON-STEM,Transit and Railroad Police,54284,High school diploma or equivalent,2,spokane
NON-STEM,Transit and Railroad Police,48287,High school diploma or equivalent,2,yakima
NON-STEM,Transit and Railroad Police,72275,High school diploma or equivalent,2,vancouver
NON-STEM,"Transportation Attendants, Except Flight Attendants ",27023,High school diploma or equivalent,2,spokane
NON-STEM,"Transportation Attendants, Except Flight Attendants ",29372,High school diploma or equivalent,2,snohomish
NON-STEM,"Transportation Attendants, Except Flight Attendants ",29372,High school diploma or equivalent,2,king
NON-STEM,"Transportation Attendants, Except Flight Attendants ",28589,High school diploma or equivalent,2,vancouver
NON-STEM,"Transportation Attendants, Except Flight Attendants ",29111,High school diploma or equivalent,2,yakima
NON-STEM,Transportation Inspectors,29111,High school diploma or equivalent,2,yakima
NON-STEM,Transportation Inspectors,62936,High school diploma or equivalent,2,spokane
NON-STEM,Transportation Inspectors,81660,High school diploma or equivalent,2,vancouver
NON-STEM,Transportation Inspectors,103295,High school diploma or equivalent,2,snohomish
NON-STEM,Transportation Inspectors,103295,High school diploma or equivalent,2,king
NON-STEM,"Transportation Workers, All Other",26900,High school diploma or equivalent,2,yakima
NON-STEM,"Transportation Workers, All Other",35919,High school diploma or equivalent,2,spokane
NON-STEM,"Transportation Workers, All Other",37709,High school diploma or equivalent,2,snohomish
NON-STEM,"Transportation Workers, All Other",37709,High school diploma or equivalent,2,king
NON-STEM,"Transportation Workers, All Other",41351,High school diploma or equivalent,2,vancouver
NON-STEM,"Transportation, Storage, and Distribution Managers",77670,High school diploma or equivalent,2,spokane
NON-STEM,"Transportation, Storage, and Distribution Managers",88337,High school diploma or equivalent,2,yakima
NON-STEM,"Transportation, Storage, and Distribution Managers",93762,High school diploma or equivalent,2,vancouver
NON-STEM,"Transportation, Storage, and Distribution Managers",104165,High school diploma or equivalent,2,snohomish
NON-STEM,"Transportation, Storage, and Distribution Managers",104165,High school diploma or equivalent,2,king
